Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code,Scraped Estate Name,Occupation Permit,Scraped Blocks,Scraped Units,School Net Info,Estate Detailed Address,Developer
True Light Building,100-106 Third Street,1,168,--,--,--,5,--,https://hk.centanet.com/estate/en/True-Light-Building/2-SSBPBPYOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Winner Court,18 Hospital Road,2,77,--,--,--,5,--,https://hk.centanet.com/estate/en/Winner-Court/2-TTMHTHDHHD,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Lechler Court,97 High Street,1,80,--,--,--,4,2,https://hk.centanet.com/estate/en/Lechler-Court/2-SSBGBPARPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Yen Shun Mansion,142-150 Third Street,1,60,--,--,--,4,1,https://hk.centanet.com/estate/en/Yen-Shun-Mansion/2-SSWGBPYJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Yee Fung Court,101 Third Street,1,200,--,--,--,4,1,https://hk.centanet.com/estate/en/Yee-Fung-Court/2-SSYYPPYSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fook Moon Building,56-72 Third Street,1,142,"$11,603/ ft²",16.22%,1,4,1,https://hk.centanet.com/estate/en/Fook-Moon-Building/2-TTXTZHSRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Grand Scholar,419K Queen's Road West,1,78,--,--,--,4,--,https://hk.centanet.com/estate/en/Grand-Scholar/2-SSPPWWPSWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wealth Building,53-65 High Street,1,90,--,--,--,4,--,https://hk.centanet.com/estate/en/Wealth-Building/2-TTXZZHDAHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wah Ming Centre,421 Queen's Road West,3,380,"$14,793/ ft²",--,1,3,1,https://hk.centanet.com/estate/en/Wah-Ming-Centre/2-OOSUFRVVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fung King Court,284-288 Queen's Road West,1,42,--,--,--,3,1,https://hk.centanet.com/estate/en/Fung-King-Court/2-SSPPWWPAWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Kam Kwan Building,163-173 Des Voeux Road West,1,83,--,--,--,3,--,https://hk.centanet.com/estate/en/Kam-Kwan-Building/2-OOJQUROVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Chong Yuen,14-16 Hospital Road,1,32,--,--,--,3,--,https://hk.centanet.com/estate/en/Chong-Yuen/2-SSGWPPAYPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tsui King Court,18 Water Street,1,72,--,--,--,3,--,https://hk.centanet.com/estate/en/Tsui-King-Court/2-TTLSTHLHHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Kensington Mansion,353 Queen's Road West,1,44,--,--,--,2,2,https://hk.centanet.com/estate/en/Kensington-Mansion/2-SSPKGPBXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Richsun Garden,51 Centre Street,1,66,--,--,--,2,1,https://hk.centanet.com/estate/en/Richsun-Garden/2-OOQDQRRYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Hang Fai Building,22-32 Pok Fu Lam Road,1,87,"$10,501/ ft²",--,1,2,1,https://hk.centanet.com/estate/en/Hang-Fai-Building/2-OORFURVYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tong Nam Mansion,43-47 Third Street,1,120,--,--,--,2,1,https://hk.centanet.com/estate/en/Tong-Nam-Mansion/2-SSADWPDSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Silver Court,100 High Street,1,96,--,--,--,2,1,https://hk.centanet.com/estate/en/Silver-Court/2-TTZSIHDRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Kui Yan Court,3 Kui Yan Lane,1,48,--,--,--,2,--,https://hk.centanet.com/estate/en/Kui-Yan-Court/2-OOJQQRSYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Panview Court,162-164 Third Street,1,46,--,--,--,2,--,https://hk.centanet.com/estate/en/Panview-Court/2-SSESGPYJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Cheung Ling Mansion,162-164A Connaught Road West,1,176,--,--,--,2,--,https://hk.centanet.com/estate/en/Cheung-Ling-Mansion/2-SSGEPPSXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Hoi Sing Building,128 Second Street,2,177,"$12,313/ ft²",0.66%,1,2,--,https://hk.centanet.com/estate/en/Hoi-Sing-Building/2-SSKWBPDYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Goodwill Garden,83 Third Street,1,69,--,--,--,2,--,https://hk.centanet.com/estate/en/Goodwill-Garden/2-SSPKPPYXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Richwealth Mansion,158 Connaught Road West,1,24,--,--,--,1,--,https://hk.centanet.com/estate/en/Richwealth-Mansion/2-SSWPPPSSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Yuk Ming Towers,208 Third Street,2,326,--,--,--,2,--,https://hk.centanet.com/estate/en/Yuk-Ming-Towers/2-TTHXIHSJHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Koon Wah Building,420-424 Queen's Road West,1,91,--,--,--,2,--,https://hk.centanet.com/estate/en/Koon-Wah-Building/2-TTLMZHXOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wing Lee Building,18-24 Kwai Heung Street,1,78,--,--,--,2,--,https://hk.centanet.com/estate/en/Wing-Lee-Building/2-TTXXZHZOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tung Wai Garden,419G Queen's Road West,1,63,"$11,783/ ft²",19.94%,1,2,--,https://hk.centanet.com/estate/en/Tung-Wai-Garden/2-TTZSIHNOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tung Cheung Building,1-11 Second Street,1,104,"$11,985/ ft²",13.52%,1,1,2,https://hk.centanet.com/estate/en/Tung-Cheung-Building/2-SSEEPPDXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fung Yat Building,38-40 Third Street,1,66,--,--,--,1,1,https://hk.centanet.com/estate/en/Fung-Yat-Building/2-OOCDQRFJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
226-228 Queen's Road West,226-228 Queen's Road West,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/226-228-Queen-s-Road-West/2-SSAAPPGYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fung Shing Building,168 Connaught Road West,1,120,--,--,--,1,1,https://hk.centanet.com/estate/en/Fung-Shing-Building/2-SSDBPPSAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Merit Court,294 Des Voeux Road West,1,21,--,--,--,--,--,https://hk.centanet.com/estate/en/Merit-Court/2-SSKSPPEHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tak Lee Building,270-280 Queen's Road West,1,84,--,--,--,1,1,https://hk.centanet.com/estate/en/Tak-Lee-Building/2-SSSWPPGHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Kiu Shing Building,327-333 Queen's Road West,1,56,--,--,--,1,1,https://hk.centanet.com/estate/en/Kiu-Shing-Building/2-SSWDBPBAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Bank Building,259-269 Des Voeux Road West,1,100,"$7,783/ ft²",--,2,1,1,https://hk.centanet.com/estate/en/Bank-Building/2-TTSXZHTSHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
General Building,6-14 Centre Street,1,38,--,--,--,1,--,https://hk.centanet.com/estate/en/General-Building/2-OOCFQRRHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wai Tak Building,196-200 Des Voeux Road West,1,47,"$8,815/ ft²",8.00%,1,1,--,https://hk.centanet.com/estate/en/Wai-Tak-Building/2-OODQFROXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wing Cheung Building,19-29 Western Street,1,90,--,--,--,1,--,https://hk.centanet.com/estate/en/Wing-Cheung-Building/2-OOJCURCORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Imperial Terrace,356 Queen's Road West,1,88,--,--,--,2,--,https://hk.centanet.com/estate/en/Imperial-Terrace/2-OORCURDSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
High House,19A-19B High Street,1,46,--,--,--,1,--,https://hk.centanet.com/estate/en/High-House/2-OOSQQRQARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Western Garden,83 Second Street,2,432,--,--,--,1,--,https://hk.centanet.com/estate/en/Western-Garden/2-OOVQURJJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
349 Queen's Road West,349 Queen's Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/349-Queen-s-Road-West/2-SSBEGPBHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tai Hing Building,119-127 Des Voeux Road West,1,70,--,--,--,1,--,https://hk.centanet.com/estate/en/Tai-Hing-Building/2-SSBKBPGXPB,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wing Shing Building,355-359 Queen's Road West,1,20,--,--,--,1,--,https://hk.centanet.com/estate/en/Wing-Shing-Building/2-SSBKGPBYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Hing Tai Building,139-140 Connaught Road West,1,36,--,--,--,1,--,https://hk.centanet.com/estate/en/Hing-Tai-Building/2-SSBKWPPXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wing Wa Mansion,10-12 Hospital Road,1,26,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Wa-Mansion/2-SSBWPPASPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Kong Chian Tower,351 Des Voeux Road West,2,182,"$14,337/ ft²",--,1,1,1,https://hk.centanet.com/estate/en/Kong-Chian-Tower/2-SSDYGPSOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Ching Tak Building,260-264 Des Voeux Road West,1,89,--,--,--,1,--,https://hk.centanet.com/estate/en/Ching-Tak-Building/2-SSEAWPSOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Chung Yin Court,17 Hospital Road,1,24,--,--,--,1,--,https://hk.centanet.com/estate/en/Chung-Yin-Court/2-SSGGPPARPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Cheong Wing Court,1-5 Water Street,1,46,--,--,--,1,--,https://hk.centanet.com/estate/en/Cheong-Wing-Court/2-SSKSPPWOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Cheong King Court,26-38 High Street,1,84,--,--,--,1,--,https://hk.centanet.com/estate/en/Cheong-King-Court/2-SSKWGPASPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fung Yu Building,182-190 Third Street,1,123,--,--,--,1,--,https://hk.centanet.com/estate/en/Fung-Yu-Building/2-SSPDGPYXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Elite Court,33 Centre Street,1,46,--,--,--,1,--,https://hk.centanet.com/estate/en/Elite-Court/2-SSPPWWPEWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Chun King Court,83 First Street,1,50,--,--,--,1,--,https://hk.centanet.com/estate/en/Chun-King-Court/2-SSPPWWPYWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fung Yip Building,347-349 Des Voeux Road West,1,132,"$12,262/ ft²",--,1,1,--,https://hk.centanet.com/estate/en/Fung-Yip-Building/2-SSWDGPSYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Lai King Court,138 Third Street,1,50,--,--,--,1,--,https://hk.centanet.com/estate/en/Lai-King-Court/2-SSYKBPYXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Charming Court,55-61 First Street,1,42,--,--,--,1,--,https://hk.centanet.com/estate/en/Charming-Court/2-TTHMIHMXHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
1E High Street,1E High Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/1E-High-Street/2-TTHMTHMAHD,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Lai Yin Court,80-86 High Street,1,50,--,--,--,1,--,https://hk.centanet.com/estate/en/Lai-Yin-Court/2-TTHNIHDAHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Johnson Mansion,428-440 Queen's Road West,1,65,--,--,--,1,--,https://hk.centanet.com/estate/en/Johnson-Mansion/2-TTLZZHXSHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Siu Cheung Building,1-7 Siu Cheung Fong,1,68,"$11,933/ ft²",2.91%,1,1,--,https://hk.centanet.com/estate/en/Siu-Cheung-Building/2-TTMHIHIOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Yee Shun Mansion,58-66 Second Street,1,66,"$16,202/ ft²",15.46%,1,1,--,https://hk.centanet.com/estate/en/Yee-Shun-Mansion/2-TTMIZHIOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fung Sing Mansion,133 Third Street,1,80,"$12,597/ ft²",3.80%,1,1,--,https://hk.centanet.com/estate/en/Fung-Sing-Mansion/2-TTNDTHSSHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Lai On Building,2-2C Water Street,1,86,--,--,--,1,--,https://hk.centanet.com/estate/en/Lai-On-Building/2-TTSHTHLHHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
419L-419Q Queen's Road West,419L-419Q Queen's Road West,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/419L-419Q-Queen-s-Road-West/2-TTSLIHNVHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tung Lee Mansion (Building),1-15 On Ning Lane,1,144,--,--,--,1,--,https://hk.centanet.com/estate/en/Tung-Lee-Mansion-Building/2-TTSSIHZOMM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Lap Poon Building,123-124 Connaught Road West,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Lap-Poon-Building/2-TTXTTHDJHN,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
64 Centre Street,64 Centre Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/64-Centre-Street/2-TTZLZHHVHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
10-14 Pok Fu Lam Road,10-14 Pok Fu Lam Road,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/10-14-Pok-Fu-Lam-Road/2-OOVVURVARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Liang Ga Building,296-302 Des Voeux Road West,1,104,"$11,537/ ft²",1.46%,1,--,1,https://hk.centanet.com/estate/en/Liang-Ga-Building/2-SSAEPPEVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wing Sing Court,178-180 Third Street,1,48,--,--,--,--,1,https://hk.centanet.com/estate/en/Wing-Sing-Court/2-SSPBGPYXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Topworth Court,9-11 Third Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Topworth-Court/2-SSPPWPDSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Comfort Court,52-54 Third Street,1,21,--,--,--,--,1,https://hk.centanet.com/estate/en/Comfort-Court/2-TTMHZHSSHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Hang Yue Building,334-350 Des Voeux Road West,1,176,--,--,--,--,1,https://hk.centanet.com/estate/en/Hang-Yue-Building/2-TTSMTHMAHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
6-10 Western Street,6-10 Western Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/6-10-Western-Street/2-OOCCQRCHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
188-190 Queen's Road West,188-190 Queen's Road West,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/188-190-Queen-s-Road-West/2-OOCDFRDJRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
7 Tak Sing Lane,7 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/7-Tak-Sing-Lane/2-OOCDFRJHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
2B Second Street,2B Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/2B-Second-Street/2-OOCDQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
5-7 Third Street,5-7 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/5-7-Third-Street/2-OOCFFRJVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
4-4A Western Street,4-4A Western Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/4-4A-Western-Street/2-OOCFQRCERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
225 Des Voeux Road West,225 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/225-Des-Voeux-Road-West/2-OOCFQROVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Po Fung Building,1-7 Centre Street,1,44,--,--,--,--,--,https://hk.centanet.com/estate/en/Po-Fung-Building/2-OOCFURRXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
1 Third Street,1 Third Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/1-Third-Street/2-OOCJFRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
42 Third Street,42 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/42-Third-Street/2-OOCJQRFHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
4A Second Street,4A Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/4A-Second-Street/2-OOCJQRJVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
219 Des Voeux Road West,219 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/219-Des-Voeux-Road-West/2-OOCJQROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
147-149 Des Voeux Road West,147-149 Des Voeux Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/147-149-Des-Voeux-Road-West/2-OOCOURJXRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wah Ming Building,2A-2B Eastern Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Wah-Ming-Building/2-OOCQFRJXRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
5 Tak Sing Lane,5 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/5-Tak-Sing-Lane/2-OOCVFRJERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
151 Des Voeux Road West,151 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/151-Des-Voeux-Road-West/2-OOCVURJXRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
380 Des Voeux Road West,380 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/380-Des-Voeux-Road-West/2-OOCVURUHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Lee Wah Mansion (Building),111-117 Des Voeux Road West,1,57,--,--,--,--,--,https://hk.centanet.com/estate/en/Lee-Wah-Mansion-Building/2-OODCQRDJRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
35-37 High Street,35-37 High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/35-37-High-Street/2-OODCQRQRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fuk Shing Building,220-222 Des Voeux Road West,1,21,--,--,--,--,--,https://hk.centanet.com/estate/en/Fuk-Shing-Building/2-OODDFRORRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
109 First Street,109 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/109-First-Street/2-OODDFRUJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
25A High Street,25A High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/25A-High-Street/2-OODDQRQXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
146 Des Voeux Road West,146 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/146-Des-Voeux-Road-West/2-OODFFROVRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
119 First Street,119 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/119-First-Street/2-OODFFRURRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
191-193 Queen's Road West,191-193 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/191-193-Queen-s-Road-West/2-OODFQRDXRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tak Ming Lau,6-8 Second Street,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/Tak-Ming-Lau/2-OODFQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Ko Wang Court,31-33 High Street,1,24,--,--,--,--,--,https://hk.centanet.com/estate/en/Ko-Wang-Court/2-OODFQRQARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
115 First Street,115 First Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/115-First-Street/2-OODJFRUARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
27A High Street,27A High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/27A-High-Street/2-OODJQRQJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
21 Tsz Mi Alley,21 Tsz Mi Alley,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/21-Tsz-Mi-Alley/2-OODJURFARQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
203-205 Des Voeux Road West,203-205 Des Voeux Road West,1,12,--,--,--,--,--,https://hk.centanet.com/estate/en/203-205-Des-Voeux-Road-West/2-OODQQROJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Hang Fuk Mansion,1-3 Fuk Sau Lane,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Hang-Fuk-Mansion/2-OODQURQJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Yu Yee Building,364-366 Queen's Road West,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Yu-Yee-Building/2-OODRQRDERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
21 Centre Street,21 Centre Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/21-Centre-Street/2-OODRQRRXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
328 Queen's Road West,328 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/328-Queen-s-Road-West/2-OODRURDVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
216 Des Voeux Road West,216 Des Voeux Road West,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/216-Des-Voeux-Road-West/2-OODVFROARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
105 First Street,105 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/105-First-Street/2-OODVFRUXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Associated House,209 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/Associated-House/2-OODVQROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Kwai Cheong Building,234-242 Des Voeux Road West,1,72,"$10,997/ ft²",7.03%,1,--,--,https://hk.centanet.com/estate/en/Kwai-Cheong-Building/2-OOFCFROORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
362 Queen's Road West,362 Queen's Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/362-Queen-s-Road-West/2-OOFCURDYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
394-396 Queen's Road West,394-396 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/394-396-Queen-s-Road-West/2-OOFDQRDXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
195 Queen's Road West,195 Queen's Road West,1,1,--,--,--,--,--,https://hk.centanet.com/estate/en/195-Queen-s-Road-West/2-OOFFQRDJRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
20 Third Street,20 Third Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/20-Third-Street/2-OOFOQRFERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
125B-127 Second Street,125B-127 Second Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/125B-127-Second-Street/2-OOFOQRJSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
125A Second Street,125A Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/125A-Second-Street/2-OOFOQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
